Referencia,Tipo,Operacion,Provincia,Superficie,Precio-Venta,Fecha-Venta,Vendedor
2013,Casa,Alquiler,Lleida,137,740211,12/12/2006,Pedro
2014,Oficina,Alquiler,Girona,227,2029607,20/10/2006,Carmen
2015,Parking,Venta,Girona,262,1407726,01/11/2006,Maria
2016,Casa,Alquiler,Girona,284,2815292,07/12/2006,Jesus
2017,Parking,Alquiler,Barcelona,202,1329968,22/10/2006,Maria
2018,Industrial,Venta,Barcelona,75,545925,08/09/2006,Joaquin
2019,Parking,Alquiler,Tarragona,204,1347420,13/07/2006,Jesus
2020,Piso,Alquiler,Lleida,80,322960,28/12/2006,Pedro
2021,Oficina,Alquiler,Lleida,150,873000,17/12/2006,Jesus
2022,Industrial,Venta,Tarragona,129,588756,05/09/2006,Carmen
2023,Local,Venta,Girona,141,763233,26/12/2006,Luisa
2024,Casa,Alquiler,Girona,271,2471249,04/04/2006,Joaquin
2025,Local,Alquiler,Lleida,277,1499678,03/11/2006,Luisa
2026,Oficina,Alquiler,Barcelona,216,1109808,24/06/2006,Joaquin
2027,Industrial,Venta,Girona,41,368959,29/08/2006,Carmen
2028,Local,Venta,Barcelona,122,680760,01/05/2006,Maria
2029,Local,Alquiler,Barcelona,179,1176209,29/06/2006,Carmen
2030,Casa,Alquiler,Barcelona,229,2219468,12/07/2006,Luisa
2031,Parking,Venta,Lleida,233,1450425,16/07/2006,Luisa
2032,Industrial,Venta,Girona,116,616192,21/05/2006,Maria
2033,Casa,Alquiler,Girona,155,1247750,11/09/2006,Maria
2034,Casa,Alquiler,Girona,163,761047,16/10/2006,Luisa
2035,Industrial,Venta,Lleida,289,1809140,12/09/2006,Joaquin
2036,Parking,Venta,Barcelona,90,446940,26/06/2006,Maria
2037,Local,Venta,Barcelona,110,700700,20/04/2006,Pedro
2038,Local,Alquiler,Barcelona,283,2107784,19/04/2006,Maria
2039,Parking,Venta,Barcelona,199,1139076,21/06/2006,Joaquin
2040,Oficina,Alquiler,Lleida,207,2014110,01/11/2006,Joaquin
2041,Industrial,Venta,Tarragona,120,823200,02/09/2006,Maria
2042,Suelo,Venta,Barcelona,80,539280,01/08/2006,Maria
2043,Casa,Alquiler,Girona,280,2346400,07/05/2006,Maria
2044,Suelo,Alquiler,Lleida,107,567742,19/09/2006,Jesus
2045,Piso,Alquiler,Tarragona,194,1792560,05/05/2006,Joaquin
2046,Industrial,Alquiler,Girona,256,2331648,26/11/2006,Luisa
2047,Piso,Alquiler,Barcelona,249,2053005,24/07/2006,Luisa
2048,Local,Venta,Tarragona,170,1102280,05/08/2006,Pedro
2049,Casa,Venta,Barcelona,275,1856525,04/09/2006,Jesus
2050,Casa,Alquiler,Barcelona,180,1741320,08/06/2006,Maria
2051,Parking,Venta,Tarragona,130,1275560,13/11/2006,Maria
2052,Industrial,Alquiler,Girona,68,386036,14/10/2006,Jesus
2053,Oficina,Venta,Girona,185,1730675,07/10/2006,Maria
2054,Oficina,Venta,Tarragona,247,1568697,14/05/2006,Luisa
2055,Industrial,Alquiler,Barcelona,271,1196465,05/08/2006,Jesus
2056,Piso,Alquiler,Girona,289,2462280,05/01/2007,Jesus
2057,Industrial,Alquiler,Barcelona,54,419256,30/11/2006,Maria
2058,Industrial,Alquiler,Tarragona,122,1184376,03/10/2006,Luisa
2059,Oficina,Alquiler,Barcelona,98,738430,28/12/2006,Luisa
2060,Oficina,Venta,Barcelona,207,1437408,21/08/2006,Maria
2061,Suelo,Venta,Lleida,261,1615851,25/12/2006,Jesus
2062,Local,Alquiler,Lleida,54,466722,21/05/2006,Jesus
2063,Suelo,Venta,Barcelona,274,1450556,03/09/2006,Maria
2064,Industrial,Alquiler,Barcelona,144,1331856,19/12/2006,Luisa
2065,Casa,Venta,Tarragona,148,873200,26/09/2006,Pedro
2066,Local,Alquiler,Girona,165,1461570,17/10/2006,Carmen
2067,Oficina,Alquiler,Lleida,129,562827,16/11/2006,Joaquin
2068,Local,Alquiler,Lleida,255,2494410,22/11/2006,Luisa
2069,Oficina,Alquiler,Barcelona,199,1685132,07/11/2006,Joaquin
2070,Suelo,Venta,Barcelona,245,2399040,31/05/2006,Joaquin
2071,Oficina,Alquiler,Lleida,272,2487712,25/04/2006,Carmen
2072,Casa,Venta,Barcelona,93,808170,03/07/2006,Jesus
2073,Casa,Venta,Girona,239,2030783,16/12/2006,Maria
2074,Industrial,Venta,Barcelona,80,363280,19/12/2006,Pedro
2075,Local,Venta,Lleida,209,1355365,01/07/2006,Joaquin
2076,Piso,Venta,Barcelona,267,1074675,20/10/2006,Carmen
2077,Industrial,Alquiler,Lleida,246,2398008,22/05/2006,Jesus
2078,Oficina,Alquiler,Barcelona,123,609342,10/05/2006,Carmen
2079,Industrial,Alquiler,Barcelona,221,1411969,26/07/2006,Pedro
2080,Suelo,Venta,Girona,234,2049606,21/04/2006,Maria
2081,Local,Venta,Girona,66,500610,15/05/2006,Luisa
2082,Piso,Alquiler,Tarragona,114,938562,16/06/2006,Maria
2083,Piso,Venta,Girona,267,2245203,28/07/2006,Maria
2084,Parking,Alquiler,Girona,188,1422220,20/07/2006,Maria
2085,Industrial,Venta,Girona,296,2387832,28/06/2006,Maria
2086,Local,Alquiler,Girona,256,1428480,26/06/2006,Pedro
2087,Parking,Alquiler,Barcelona,265,2119735,15/10/2006,Pedro
2088,Industrial,Venta,Lleida,101,674276,30/10/2006,Luisa
2089,Suelo,Alquiler,Tarragona,41,255061,15/12/2006,Pedro
2090,Suelo,Alquiler,Lleida,178,1104846,08/06/2006,Jesus
2091,Suelo,Venta,Lleida,171,1298403,31/08/2006,Carmen
2092,Suelo,Venta,Girona,85,472685,01/09/2006,Pedro
2093,Industrial,Alquiler,Tarragona,293,1182841,15/06/2006,Maria
2094,Casa,Alquiler,Girona,154,1427118,03/10/2006,Pedro
2095,Local,Venta,Lleida,40,272880,01/09/2006,Maria
2096,Local,Alquiler,Lleida,137,831316,11/11/2006,Jesus
2097,Local,Alquiler,Tarragona,190,1469460,10/01/2007,Carmen
2098,Oficina,Alquiler,Girona,123,1133199,23/09/2006,Luisa
2099,Local,Venta,Lleida,144,1247760,03/08/2006,Luisa
2100,Casa,Venta,Lleida,80,727680,12/07/2006,Joaquin
2101,Piso,Venta,Tarragona,220,1522840,02/05/2006,Maria
2102,Local,Venta,Tarragona,197,1489911,24/04/2006,Carmen
2103,Casa,Alquiler,Tarragona,229,1447509,29/04/2006,Joaquin
2104,Oficina,Venta,Barcelona,223,1970874,08/06/2006,Joaquin
2105,Oficina,Alquiler,Lleida,237,1438827,12/05/2006,Pedro
2106,Parking,Alquiler,Tarragona,212,1440540,10/10/2006,Jesus
2107,Industrial,Venta,Lleida,84,816228,22/12/2006,Jesus
2108,Oficina,Venta,Tarragona,139,1197485,24/01/2007,Pedro
2109,Casa,Venta,Lleida,91,528892,14/12/2006,Maria
2110,Suelo,Alquiler,Barcelona,273,1528254,15/06/2006,Pedro
2111,Oficina,Venta,Lleida,261,2233899,29/10/2006,Luisa
2112,Parking,Venta,Tarragona,81,709560,28/06/2006,Joaquin
2113,Oficina,Venta,Lleida,258,2111472,31/05/2006,Joaquin
2114,Oficina,Alquiler,Lleida,136,656744,15/05/2006,Luisa
2115,Casa,Alquiler,Tarragona,254,1713992,08/07/2006,Pedro
2116,Parking,Alquiler,Tarragona,294,1355046,02/10/2006,Jesus
2117,Suelo,Alquiler,Lleida,95,748790,08/01/2007,Luisa
2118,Industrial,Venta,Lleida,246,1285842,09/08/2006,Jesus
2119,Suelo,Alquiler,Girona,98,509600,10/11/2006,Pedro
2120,Oficina,Alquiler,Girona,75,378900,16/12/2006,Carmen
2121,Industrial,Alquiler,Tarragona,169,810186,05/12/2006,Joaquin
2122,Oficina,Alquiler,Girona,123,757434,23/08/2006,Pedro
2123,Local,Venta,Barcelona,56,550816,03/12/2006,Jesus
2124,Parking,Venta,Lleida,89,475171,12/10/2006,Luisa
2125,Casa,Venta,Barcelona,95,650750,24/09/2006,Carmen
2126,Piso,Venta,Barcelona,252,2381400,13/06/2006,Maria
2127,Piso,Venta,Lleida,157,1409546,05/01/2007,Pedro
2128,Parking,Venta,Lleida,264,2181432,25/12/2006,Maria
2129,Casa,Alquiler,Barcelona,234,1286766,12/10/2006,Luisa
2130,Piso,Venta,Lleida,168,928368,25/12/2006,Jesus
2131,Oficina,Alquiler,Tarragona,288,1820448,13/11/2006,Joaquin
2132,Suelo,Alquiler,Tarragona,210,1482810,23/11/2006,Carmen
2133,Casa,Venta,Barcelona,40,190280,22/11/2006,Joaquin
2134,Parking,Venta,Lleida,235,2290545,22/08/2006,Carmen
2135,Industrial,Alquiler,Tarragona,283,1709037,14/07/2006,Carmen
2136,Piso,Venta,Tarragona,68,669664,29/05/2006,Jesus
2137,Local,Venta,Tarragona,216,1204200,17/01/2007,Joaquin
2138,Parking,Venta,Girona,108,1041120,07/05/2006,Pedro
2139,Industrial,Alquiler,Lleida,129,1140876,02/07/2006,Pedro
2140,Piso,Alquiler,Lleida,194,1315126,11/09/2006,Luisa
2141,Industrial,Alquiler,Lleida,65,272545,23/06/2006,Carmen
2142,Suelo,Alquiler,Tarragona,88,808192,17/01/2007,Carmen
2143,Parking,Alquiler,Tarragona,124,536672,30/01/2007,Maria
2144,Piso,Alquiler,Tarragona,218,1677728,19/05/2006,Pedro
2145,Oficina,Venta,Tarragona,46,224342,14/06/2006,Jesus
2146,Piso,Venta,Tarragona,95,570760,01/07/2006,Maria
2147,Casa,Venta,Barcelona,104,682240,30/08/2006,Jesus
2148,Oficina,Alquiler,Tarragona,206,1747292,11/06/2006,Carmen
2149,Oficina,Alquiler,Barcelona,142,693244,19/09/2006,Jesus
2150,Industrial,Alquiler,Barcelona,211,1155436,27/12/2006,Pedro
2151,Local,Venta,Lleida,43,303365,24/12/2006,Pedro
2152,Piso,Venta,Barcelona,293,1298869,11/07/2006,Jesus
2153,Parking,Venta,Barcelona,227,2001232,06/12/2006,Maria
2154,Oficina,Venta,Girona,200,1539800,25/12/2006,Carmen
2155,Industrial,Alquiler,Girona,252,1949220,20/10/2006,Carmen
2156,Industrial,Alquiler,Tarragona,259,1627556,30/05/2006,Maria
2157,Casa,Venta,Tarragona,254,1522222,05/02/2007,Maria
2158,Casa,Venta,Tarragona,96,652896,07/11/2006,Joaquin
2159,Oficina,Venta,Barcelona,233,1157544,10/06/2006,Jesus
2160,Piso,Alquiler,Tarragona,118,734786,19/07/2006,Joaquin
2161,Parking,Venta,Lleida,210,1511160,21/10/2006,Luisa
2162,Piso,Alquiler,Barcelona,184,864248,18/07/2006,Maria
2163,Piso,Alquiler,Lleida,141,1401822,29/05/2006,Maria
2164,Oficina,Venta,Tarragona,62,506540,08/10/2006,Joaquin
2165,Casa,Venta,Barcelona,83,444299,18/01/2007,Joaquin
2166,Parking,Alquiler,Girona,131,1163542,18/01/2007,Luisa
2167,Suelo,Venta,Barcelona,149,1436211,01/02/2007,Maria
2168,Piso,Alquiler,Tarragona,84,481992,28/07/2006,Jesus
2169,Suelo,Venta,Tarragona,227,2069786,16/10/2006,Luisa
2170,Parking,Alquiler,Tarragona,132,973764,19/05/2006,Joaquin
2171,Industrial,Alquiler,Barcelona,114,636918,10/01/2007,Luisa
2172,Industrial,Alquiler,Lleida,201,1733022,08/09/2006,Pedro
2173,Oficina,Venta,Tarragona,279,2331324,02/08/2006,Joaquin
2174,Suelo,Venta,Lleida,188,1541976,19/07/2006,Joaquin
2175,Casa,Alquiler,Lleida,117,561132,08/10/2006,Luisa
2176,Suelo,Alquiler,Tarragona,276,1302720,09/11/2006,Maria
2177,Suelo,Alquiler,Barcelona,78,366132,20/11/2006,Jesus
2178,Industrial,Venta,Girona,271,2108109,24/12/2006,Pedro
2179,Oficina,Venta,Girona,127,928243,25/05/2006,Maria
2180,Piso,Alquiler,Tarragona,101,673670,05/07/2006,Pedro
2181,Suelo,Venta,Lleida,153,1140156,30/06/2006,Joaquin
2182,Industrial,Venta,Tarragona,126,1031058,13/09/2006,Carmen
2183,Local,Venta,Tarragona,55,262185,02/02/2007,Joaquin
2184,Suelo,Alquiler,Tarragona,107,839522,11/08/2006,Luisa
2185,Local,Alquiler,Girona,88,770968,27/10/2006,Luisa
2186,Parking,Alquiler,Barcelona,228,1815336,10/06/2006,Jesus
2187,Industrial,Alquiler,Tarragona,71,342078,28/12/2006,Pedro
2188,Oficina,Venta,Girona,245,1660120,26/11/2006,Pedro
2189,Local,Venta,Girona,271,1647409,12/01/2007,Pedro
2190,Piso,Venta,Tarragona,217,1912638,22/10/2006,Luisa
2191,Casa,Alquiler,Tarragona,88,544896,08/12/2006,Carmen
2192,Casa,Venta,Lleida,249,1307250,20/11/2006,Luisa
2193,Parking,Alquiler,Barcelona,260,2470000,27/05/2006,Luisa
2194,Local,Alquiler,Tarragona,154,1109262,06/06/2006,Carmen
2195,Casa,Venta,Lleida,168,850752,12/07/2006,Joaquin
2196,Oficina,Alquiler,Barcelona,64,319616,06/07/2006,Carmen
2197,Oficina,Venta,Lleida,160,800160,12/10/2006,Jesus
2198,Local,Venta,Barcelona,110,704770,17/01/2007,Pedro
2199,Industrial,Venta,Tarragona,193,982563,26/05/2006,Pedro
2200,Casa,Venta,Girona,272,1586032,23/01/2007,Maria
2201,Industrial,Alquiler,Barcelona,257,1598283,03/02/2007,Luisa
2202,Parking,Venta,Barcelona,135,764505,10/06/2006,Pedro
2203,Casa,Alquiler,Tarragona,78,443976,17/07/2006,Jesus
2204,Industrial,Alquiler,Tarragona,81,788697,18/08/2006,Luisa
2205,Industrial,Venta,Lleida,166,685082,02/02/2007,Joaquin
2206,Casa,Venta,Girona,121,1002122,13/07/2006,Pedro
2207,Casa,Venta,Barcelona,281,2577332,03/07/2006,Carmen
2208,Industrial,Venta,Tarragona,100,888900,02/08/2006,Joaquin
2209,Oficina,Venta,Tarragona,296,1761200,13/02/2007,Joaquin
2210,Local,Alquiler,Lleida,240,1706400,29/08/2006,Pedro
2211,Local,Venta,Lleida,146,1095146,21/10/2006,Maria
2212,Local,Venta,Barcelona,287,1351196,18/06/2006,Jesus
2213,Suelo,Alquiler,Girona,97,493924,21/01/2007,Luisa
2214,Industrial,Venta,Girona,249,1882440,16/12/2006,Carmen
2215,Suelo,Alquiler,Lleida,141,659316,14/10/2006,Luisa
2216,Casa,Alquiler,Girona,125,657500,02/03/2007,Carmen
2217,Local,Venta,Tarragona,130,703950,28/10/2006,Maria
2218,Casa,Alquiler,Barcelona,243,1918728,26/07/2006,Luisa
2219,Oficina,Alquiler,Lleida,74,697746,11/01/2007,Carmen
2220,Suelo,Alquiler,Lleida,48,348720,26/11/2006,Luisa
2221,Parking,Alquiler,Girona,269,1908286,29/01/2007,Jesus
2222,Industrial,Venta,Girona,201,1929198,16/08/2006,Maria
2223,Piso,Alquiler,Girona,99,927927,04/09/2006,Maria
2224,Parking,Venta,Barcelona,293,1996209,26/07/2006,Jesus
2225,Suelo,Venta,Tarragona,243,1552041,03/12/2006,Luisa
2226,Oficina,Alquiler,Girona,177,980934,11/09/2006,Luisa
2227,Casa,Venta,Girona,131,732028,04/07/2006,Pedro
2228,Suelo,Venta,Tarragona,176,1463264,21/12/2006,Pedro
2229,Local,Alquiler,Lleida,126,1177722,14/02/2007,Pedro
2230,Local,Alquiler,Girona,143,1205347,22/12/2006,Maria
2231,Industrial,Alquiler,Girona,223,1510825,19/06/2006,Luisa
2232,Parking,Venta,Barcelona,227,2257515,06/02/2007,Luisa
2233,Suelo,Alquiler,Girona,162,1202850,30/11/2006,Pedro
2234,Oficina,Alquiler,Barcelona,177,1191033,27/06/2006,Carmen
2235,Suelo,Venta,Barcelona,62,500836,16/02/2007,Joaquin
2236,Piso,Venta,Tarragona,138,1343844,01/01/2007,Carmen
2237,Industrial,Venta,Tarragona,248,1460224,26/01/2007,Maria
2238,Casa,Alquiler,Lleida,217,1659833,01/03/2007,Luisa
2239,Oficina,Alquiler,Tarragona,272,1705712,19/06/2006,Joaquin
2240,Casa,Venta,Girona,52,503828,26/09/2006,Jesus
2241,Suelo,Alquiler,Girona,258,1930614,07/07/2006,Joaquin
2242,Industrial,Venta,Tarragona,84,708792,26/02/2007,Luisa
2243,Piso,Alquiler,Barcelona,45,446940,17/07/2006,Pedro
2244,Casa,Alquiler,Girona,150,1159650,22/09/2006,Joaquin
2245,Parking,Alquiler,Barcelona,182,1489124,22/02/2007,Pedro
2246,Industrial,Alquiler,Girona,240,2175360,07/09/2006,Luisa
2247,Industrial,Alquiler,Tarragona,214,1331936,04/12/2006,Joaquin
2248,Casa,Venta,Barcelona,143,616044,19/01/2007,Carmen
2249,Suelo,Venta,Girona,229,1243699,11/02/2007,Maria
2250,Industrial,Alquiler,Barcelona,63,343602,16/10/2006,Carmen
2251,Casa,Alquiler,Girona,283,1219730,26/07/2006,Pedro
2252,Parking,Venta,Lleida,48,400512,22/07/2006,Pedro
2253,Piso,Venta,Tarragona,258,1646556,30/11/2006,Carmen
2254,Oficina,Alquiler,Tarragona,87,603780,07/03/2007,Joaquin
2255,Oficina,Alquiler,Lleida,178,1171418,05/12/2006,Maria
2256,Industrial,Alquiler,Barcelona,121,764115,19/11/2006,Joaquin
2257,Piso,Alquiler,Girona,196,1611708,08/01/2007,Jesus
2258,Parking,Alquiler,Barcelona,60,358620,26/11/2006,Maria
2259,Oficina,Alquiler,Girona,286,1413698,15/03/2007,Carmen
2260,Oficina,Alquiler,Barcelona,83,743265,03/01/2007,Joaquin
2261,Industrial,Alquiler,Lleida,93,435333,19/10/2006,Jesus
2262,Piso,Venta,Tarragona,199,1685729,27/12/2006,Luisa
2263,Casa,Alquiler,Tarragona,220,1550780,21/10/2006,Carmen
2264,Industrial,Alquiler,Lleida,274,1456858,28/07/2006,Pedro
2265,Local,Alquiler,Tarragona,149,948832,14/01/2007,Joaquin
2266,Oficina,Venta,Girona,290,2797050,02/10/2006,Luisa
2267,Local,Venta,Barcelona,151,776442,21/08/2006,Jesus
2268,Parking,Alquiler,Girona,97,885998,31/01/2007,Carmen
2269,Industrial,Venta,Tarragona,185,867465,05/02/2007,Maria
2270,Oficina,Venta,Girona,202,823150,31/01/2007,Jesus
2271,Local,Alquiler,Girona,225,1501650,22/06/2006,Jesus
2272,Local,Alquiler,Tarragona,191,926350,22/09/2006,Carmen
2273,Piso,Alquiler,Tarragona,150,1396200,31/07/2006,Pedro
2274,Parking,Alquiler,Lleida,114,978120,19/01/2007,Maria
2275,Suelo,Venta,Tarragona,114,461130,26/12/2006,Joaquin
2276,Casa,Alquiler,Barcelona,235,2145315,09/02/2007,Joaquin
2277,Oficina,Venta,Girona,263,2034042,08/09/2006,Carmen
2278,Oficina,Alquiler,Tarragona,294,2427558,30/01/2007,Pedro
2279,Oficina,Venta,Tarragona,66,328482,14/12/2006,Joaquin
2280,Parking,Alquiler,Tarragona,290,1442460,28/01/2007,Carmen
2281,Suelo,Alquiler,Barcelona,254,1558036,15/03/2007,Maria
2282,Casa,Venta,Tarragona,76,385396,17/02/2007,Jesus
2283,Oficina,Alquiler,Girona,42,238014,04/09/2006,Pedro
2284,Local,Alquiler,Girona,70,433370,20/09/2006,Maria
2285,Piso,Venta,Girona,203,875336,28/08/2006,Maria
2286,Local,Venta,Lleida,108,780516,07/10/2006,Joaquin
2287,Suelo,Venta,Tarragona,230,1690730,15/11/2006,Carmen
2288,Industrial,Venta,Girona,134,780148,23/08/2006,Joaquin
2289,Industrial,Venta,Barcelona,111,882783,07/09/2006,Maria
2290,Piso,Venta,Lleida,97,950891,13/03/2007,Luisa
2291,Piso,Venta,Girona,283,1227937,31/12/2006,Joaquin
2292,Suelo,Venta,Barcelona,295,1490930,14/03/2007,Joaquin
2293,Local,Venta,Tarragona,102,828138,12/11/2006,Carmen
2294,Suelo,Venta,Tarragona,112,485520,08/12/2006,Luisa
2295,Local,Venta,Barcelona,155,1425690,08/11/2006,Jesus
2296,Casa,Alquiler,Tarragona,118,746940,25/11/2006,Jesus
2297,Casa,Alquiler,Lleida,164,771292,22/09/2006,Joaquin
2298,Oficina,Venta,Tarragona,118,733134,21/01/2007,Jesus
2299,Industrial,Alquiler,Girona,41,403727,26/12/2006,Jesus
2300,Oficina,Venta,Tarragona,128,1213312,02/11/2006,Maria
2301,Casa,Alquiler,Tarragona,190,1760920,22/10/2006,Jesus
2302,Suelo,Alquiler,Tarragona,123,978588,09/08/2006,Jesus
2303,Industrial,Alquiler,Girona,79,595660,03/09/2006,Pedro
2304,Local,Venta,Barcelona,185,779220,26/10/2006,Maria
2305,Casa,Alquiler,Barcelona,180,1071720,31/03/2007,Carmen
2306,Piso,Venta,Lleida,150,1267950,15/09/2006,Jesus
2307,Local,Alquiler,Tarragona,154,1405404,08/09/2006,Maria
2308,Local,Alquiler,Lleida,261,2598516,29/08/2006,Carmen
2309,Parking,Venta,Tarragona,298,2236490,07/01/2007,Joaquin
2310,Suelo,Venta,Girona,82,593352,25/11/2006,Joaquin
2311,Suelo,Alquiler,Girona,80,770800,02/11/2006,Pedro
2312,Parking,Alquiler,Girona,261,1189377,19/09/2006,Jesus
2313,Suelo,Alquiler,Girona,82,418610,03/03/2007,Joaquin
2314,Suelo,Alquiler,Barcelona,234,1475136,18/09/2006,Carmen
2315,Local,Alquiler,Lleida,84,412272,08/11/2006,Luisa
2316,Parking,Venta,Girona,181,1789185,27/01/2007,Carmen
2317,Parking,Venta,Tarragona,151,737635,12/03/2007,Carmen
2318,Suelo,Venta,Tarragona,179,809080,01/09/2006,Jesus
2319,Piso,Venta,Lleida,47,313537,05/01/2007,Joaquin
2320,Oficina,Alquiler,Tarragona,113,704894,27/01/2007,Carmen
2321,Casa,Alquiler,Tarragona,58,407044,29/08/2006,Jesus
2322,Casa,Alquiler,Barcelona,45,402885,28/03/2007,Joaquin
2323,Local,Venta,Tarragona,141,1058628,29/01/2007,Luisa
2324,Piso,Venta,Girona,182,1400308,07/01/2007,Joaquin
2325,Parking,Alquiler,Barcelona,89,711199,21/08/2006,Carmen
2326,Casa,Venta,Girona,89,729444,27/12/2006,Luisa
2327,Industrial,Venta,Tarragona,161,1240827,05/03/2007,Carmen
2328,Local,Alquiler,Barcelona,130,1276600,04/01/2007,Maria
2329,Local,Venta,Tarragona,188,1772840,08/12/2006,Pedro
2330,Parking,Alquiler,Tarragona,124,1026596,28/03/2007,Carmen
2331,Parking,Venta,Lleida,224,1901536,23/03/2007,Joaquin
2332,Industrial,Venta,Lleida,180,984780,01/09/2006,Joaquin
2333,Industrial,Venta,Lleida,135,973890,09/01/2007,Joaquin
2334,Industrial,Venta,Barcelona,288,1781568,24/09/2006,Maria
2335,Oficina,Venta,Girona,265,1944570,27/09/2006,Luisa
2336,Industrial,Alquiler,Barcelona,189,1192401,20/03/2007,Carmen
2337,Local,Venta,Barcelona,193,1826938,12/09/2006,Pedro
2338,Industrial,Alquiler,Girona,154,960960,23/03/2007,Jesus
2339,Local,Venta,Lleida,211,958151,01/02/2007,Carmen
2340,Casa,Venta,Tarragona,196,1670116,19/09/2006,Pedro
2341,Piso,Venta,Girona,220,1282820,25/11/2006,Carmen
2342,Suelo,Venta,Lleida,244,1386164,27/03/2007,Maria
2343,Piso,Alquiler,Lleida,166,971100,02/03/2007,Luisa
2344,Oficina,Alquiler,Girona,120,1085160,14/08/2006,Luisa
2345,Oficina,Alquiler,Barcelona,89,673552,21/01/2007,Luisa
2346,Industrial,Venta,Lleida,143,1258972,03/12/2006,Luisa
2347,Oficina,Venta,Girona,205,886215,05/12/2006,Carmen
2348,Suelo,Alquiler,Lleida,121,652190,09/12/2006,Luisa
2349,Casa,Venta,Girona,107,668322,13/04/2007,Maria
2350,Oficina,Venta,Lleida,62,433008,20/10/2006,Carmen
2351,Parking,Alquiler,Lleida,94,559206,23/09/2006,Joaquin
2352,Local,Venta,Tarragona,252,1690164,16/11/2006,Maria
2353,Oficina,Venta,Barcelona,160,745600,06/01/2007,Joaquin
2354,Suelo,Alquiler,Lleida,48,224304,11/02/2007,Luisa
2355,Casa,Venta,Barcelona,289,1504823,31/10/2006,Luisa
2356,Parking,Venta,Girona,199,1777866,23/12/2006,Jesus
2357,Industrial,Alquiler,Girona,75,622200,26/11/2006,Maria
2358,Suelo,Venta,Girona,287,1567020,17/08/2006,Carmen
2359,Suelo,Alquiler,Girona,193,1363352,02/04/2007,Carmen
2360,Piso,Alquiler,Tarragona,212,1203524,14/04/2007,Luisa
2361,Local,Venta,Barcelona,218,2136182,14/01/2007,Luisa
2362,Industrial,Alquiler,Tarragona,187,1359677,12/02/2007,Pedro
2363,Parking,Alquiler,Tarragona,286,2398682,06/08/2006,Joaquin
2364,Parking,Alquiler,Girona,70,533680,09/01/2007,Maria
2365,Local,Alquiler,Tarragona,279,1794807,18/11/2006,Luisa
2366,Parking,Alquiler,Tarragona,270,1716390,22/11/2006,Jesus
2367,Local,Venta,Tarragona,243,2047761,12/10/2006,Maria
2368,Casa,Venta,Lleida,134,1024698,09/11/2006,Jesus
2369,Piso,Alquiler,Lleida,69,464577,20/09/2006,Joaquin
2370,Piso,Alquiler,Lleida,132,580800,13/03/2007,Joaquin
2371,Suelo,Venta,Lleida,270,2364390,02/04/2007,Luisa
2372,Local,Alquiler,Girona,220,1548800,04/10/2006,Maria
2373,Piso,Venta,Barcelona,200,1996000,05/08/2006,Joaquin
2374,Piso,Venta,Lleida,239,1264310,15/02/2007,Carmen
2375,Local,Venta,Girona,138,686826,30/04/2007,Maria
2376,Casa,Alquiler,Tarragona,296,2813776,22/10/2006,Luisa
2377,Parking,Alquiler,Girona,123,984369,23/03/2007,Pedro
2378,Local,Venta,Barcelona,292,1538256,01/05/2007,Jesus
2379,Piso,Venta,Barcelona,233,1220454,18/04/2007,Carmen
2380,Piso,Alquiler,Tarragona,238,1953742,19/12/2006,Joaquin
2381,Parking,Venta,Girona,205,1921260,17/12/2006,Maria
2382,Casa,Venta,Barcelona,148,749472,26/10/2006,Maria
2383,Industrial,Alquiler,Girona,250,1002500,16/01/2007,Carmen
2384,Casa,Venta,Girona,91,680043,03/02/2007,Pedro
2385,Industrial,Alquiler,Barcelona,188,1769644,23/02/2007,Carmen
2386,Piso,Alquiler,Lleida,144,1211184,27/02/2007,Maria
2387,Casa,Venta,Girona,294,1784580,28/01/2007,Luisa
2388,Parking,Venta,Lleida,106,594130,03/12/2006,Carmen
2389,Local,Alquiler,Girona,250,2281250,08/03/2007,Luisa
2390,Casa,Venta,Lleida,290,1853390,01/05/2007,Luisa
2391,Casa,Alquiler,Barcelona,257,1591344,19/01/2007,Luisa
2392,Oficina,Venta,Lleida,92,783380,07/05/2007,Maria
2393,Piso,Alquiler,Tarragona,283,2072692,02/10/2006,Carmen
2394,Industrial,Venta,Girona,171,708795,07/04/2007,Carmen
2395,Piso,Alquiler,Tarragona,300,2585100,15/10/2006,Luisa
2396,Local,Venta,Barcelona,170,1602930,05/11/2006,Joaquin
2397,Parking,Alquiler,Barcelona,236,2001280,04/03/2007,Jesus
2398,Parking,Alquiler,Tarragona,92,506184,29/12/2006,Maria
2399,Piso,Venta,Tarragona,106,729280,22/03/2007,Jesus
2400,Suelo,Alquiler,Lleida,104,831896,22/02/2007,Pedro
2401,Local,Venta,Girona,216,2144448,26/01/2007,Maria
2402,Suelo,Alquiler,Lleida,86,360942,17/11/2006,Jesus
2403,Oficina,Alquiler,Lleida,275,1819950,11/11/2006,Luisa
2404,Oficina,Venta,Girona,221,1356498,10/10/2006,Luisa
2405,Parking,Alquiler,Barcelona,210,1371720,26/03/2007,Pedro
2406,Suelo,Alquiler,Tarragona,197,1840571,10/10/2006,Luisa
2407,Local,Venta,Barcelona,139,560170,27/08/2006,Jesus
2408,Piso,Alquiler,Tarragona,199,817094,12/10/2006,Maria
2409,Suelo,Alquiler,Lleida,195,1790490,16/12/2006,Carmen
